tweet_id,text,human_intent,top1_similarity,top1_intent,top1_reply,retrieved_intent_rank,recall_at_1,recall_at_3,recall_at_5,historically_grounded,judge_relevance,judge_helpfulness,judge_groundedness,judge_overall,judge_reason,failure_mode,failure_explanation
2034901,Anyone else getting the ? On their iPhone when pressing the letter I️ like in ISLAND? @AppleSupport what did you guys do??🙈,keyboard_input,0.2997616568558035,other,@461856 We'd like to work with you on this. Please DM us. https://t.co/GDrqU22YpT,2.0,0,1,1,True,4,2,4,3,"On-topic acknowledgment of the autocorrect symbol bug, but defers to DM rather than giving the known fix.",Generic or insufficient response,The response is related but provides limited actionable assistance.
2002392,@115858 @AppleSupport what’s up with the capital “I️”. And my screen freezing with simple commands?? That @122986 pixel 2 lookin real nice.,hardware_accessories,0.3831098752433218,other,@629324 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,0,0,0,True,3,3,3,3,Addresses the autocorrect-symbol portion of a two-part complaint but ignores the screen-freezing part.,No major failure,The response did not trigger a major failure criterion.
2422404,Hey @AppleSupport how long until the I️ is fixed. It’s stopped being amusing. #IHateAppleCore https://t.co/SF9q5i0UK7,other,0.5762481958805712,other,@640043 Thanks so much for reaching out today! We've just released an iOS update to 11.1.1 that can help with this issue. Take a look at the steps listed here to update wirelessly or through iTunes: https://t.co/80YRnjDFDk https://t.co/GDrqU22YpT,1.0,1,1,1,True,5,5,5,5,Directly answers 'how long until fixed' with the actual release and update steps.,No major failure,The response did not trigger a major failure criterion.
1958040,@AppleSupport My battery drains so much!,battery_power,0.4474671851266031,other,@296022 We want you to use your iPhone without issue. Please send us a DM and we'll look into this together. https://t.co/GDrqU22YpT,2.0,0,1,1,True,4,3,4,3,Relevant acknowledgment of the battery drain complaint.,No major failure,The response did not trigger a major failure criterion.
211247,@AppleSupport Just got news that 2 incidents reported that iPhone 8 plus battery burst while charging. Is it true ?,battery_power,0.3068356403880639,other,@223871 Thanks for reaching out to us. We definitely understand your concern here. This email is not authentic. This is likely a phishing attempt to get personal information from you. You can learn more about how to identify phishing emails here: https://t.co/LNMCdqt6fD,,0,0,0,True,1,1,1,1,"Reply treats this as a phishing email, unrelated to the question about reported battery-burst incidents.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
2021338,@115858 @AppleSupport please explain this to me https://t.co/Wx6WJ46SFc,other,0.8959708226500407,other,"@248285  We can definitely offer some guidance. The time it takes to download the update varies according to the size of the update and your Internet speed. If iTunes gives you an error, or if you don’t notice any progress with the update, let us know.",1.0,1,1,1,True,3,3,3,3,"Plausible explanation of update download time, though the message text alone is too vague to fully verify fit.",No major failure,The response did not trigger a major failure criterion.
2641019,@AppleSupport I have Apple Music and should be able to play this why is it not allowing me to https://t.co/SU5jyjj50B,music_media,0.3018737768017933,music_media,"@238879 No worries! We can help get the single you purchased spinning again. Let’s close out of the Music app and open up the iTunes Store. Once there, tap on More ( . . . ) at the bottom right. Select Purchased &gt; Music. Let us know if the single is present.",1.0,1,1,1,True,5,5,4,5,"Gives specific, actionable steps to resolve a purchased-content playback issue.",No major failure,The response did not trigger a major failure criterion.
334118,"@AppleSupport hi there, i have some issue with iMessage on my iPhone.",apps_services,0.3367359365298057,apps_services,@124298 We'd love to help. Please do tell us what the issue is.,1.0,1,1,1,True,4,3,4,3,Appropriately asks for details given the vague 'issue with iMessage' message.,No major failure,The response did not trigger a major failure criterion.
2039290,Just got my iPhone X it’s already scratched and I’m so careful with it have a case one always and always wash my hands before I use it @AppleSupport plz help I’m so sad that it’s already scratched the day I️ got it it was scratched but others r saying they have the same problem,device_performance,0.2367634939775271,other,@524822 Certainly not what we want you to experience. What's going on exactly? We'd love to help sort out any issues you're seeing.,2.0,0,1,1,True,4,3,4,3,"Empathetic, relevant follow-up to the scratched-device complaint.",Low retrieval confidence,The best historical match has low similarity to the customer message.
2678271,@AppleSupport I’m using a 6s plus. With 11.2 beta 3,other,0.6202832981555326,other,@177175 Thanks! Let's make sure your iPhone's battery is set up for maximum performance. Check the tips here: https://t.co/BGb00taxed,1.0,1,1,1,True,2,2,3,2,Reply assumes a battery-performance issue not mentioned in the version-info fragment.,Irrelevant response,The response does not adequately address the customer's issue.
2021945,@AppleSupport I have 11.1 and the new emojis but I’m seeing black boxes and ? Marks on twitter and Snapchat.Why if I have the latest update?,ios_update,0.4308598612631056,ios_update,"@496182 Let's sort this out. To clarify, when are you seeing the black boxes? Is this in the Emoji keyboard or Letter keyboard?",1.0,1,1,1,True,5,4,4,4,Directly relevant clarifying question about where the black-box symbols appear.,No major failure,The response did not trigger a major failure criterion.
738533,@AppleSupport Basically everytime I press verify it comes back to this. https://t.co/HUXV7x1AvV,other,0.3133218397509407,other,@530582 We appreciate the screenshot. We recommend connecting with our Apple Online Store support here: https://t.co/juL6VLJ6gi,1.0,1,1,1,True,3,3,3,3,Plausible redirect to Apple Online Store support for a verification screenshot issue.,No major failure,The response did not trigger a major failure criterion.
586933,@AppleSupport I reset my Face ID and some apps no longer work. Doesn’t offer me to login with Face ID. How can I fully erase Face ID and restart so ALL apps ask if I want to use it?,account_activation,0.2696467462822233,other,"@267162 You're in the right place for help. Let's start by walking through the steps in the following article: https://t.co/V5aWSz5xXV

If you're still stuck after that, reach out to us via DM here: https://t.co/GDrqU22YpT",,0,0,0,True,4,4,4,4,Relevant article pointer for resetting Face ID across apps.,No major failure,The response did not trigger a major failure criterion.
2915995,"@AppleSupport It says my payment method has been declined, but when I try change it, it says it won't work.",payments_purchases,0.4126258714881211,ios_update,"@764996 For additional help, please contact our billing department here: https://t.co/SDIe7UiyJN",2.0,0,1,1,True,5,4,4,4,Appropriately redirects a declined-payment-method issue to the billing department.,No major failure,The response did not trigger a major failure criterion.
1151823,Hello @AppleSupport take a look at this email please. https://t.co/LfFDDdfEKA,apps_services,0.404681958442282,other,@117100 Lets take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,3.0,0,1,1,True,3,2,4,3,Generic but plausible response to a forwarded/suspicious email.,Generic or insufficient response,The response is related but provides limited actionable assistance.
2759077,@AppleSupport Even to the bottom right corner when I have no other apps on the screen...,hardware_accessories,0.3500325349482762,other,@144219 We received your DM and will continue there.,5.0,0,0,1,True,3,2,3,3,Generic continuation consistent with an ongoing DM thread fragment.,Generic or insufficient response,The response is related but provides limited actionable assistance.
2806689,@AppleSupport It keeps popping up every few minutes,other,0.4195654993864842,other,"@144221 Understood. Is your iPhone currently restoring an iCloud backup? Let us know in DM, and we'll meet you there. https://t.co/GDrqU22YpT",1.0,1,1,1,True,3,3,3,3,Reasonable clarifying guess (iCloud restore) for a vague recurring popup.,No major failure,The response did not trigger a major failure criterion.
2506053,"I wonder how long after my credit card is charged and my phone is preparing for shipment, it will actually ship?? @115858 ? @AppleSupport ? #soantsy #notgoodatwaiting #iPhoneX",payments_purchases,0.340659276658114,other,"@129980 OK, great. Have you checked other email folders? If so, please contact our Sales Support Team here: https://t.co/8yjRd1Xo0i",4.0,0,0,1,True,2,2,2,2,Reply's mention of checking other email folders is a non sequitur relative to the shipping-timing question.,Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
1877398,@AppleSupport re:iOS 11.03 update. U have single-handedly ruined my fabulous Friday. Stop updates that make things worse,ios_update,0.2769921764033165,ios_update,"@433920  Thank you for letting us know. So we can take a closer look at this, please send us a DM. https://t.co/GDrqU22YpT",1.0,1,1,1,True,3,2,4,3,"Generic acknowledgment of the update complaint, doesn't address specifics.",Generic or insufficient response,The response is related but provides limited actionable assistance.
949694,@AppleSupport why can’t I hear anybody when I make a call? They can’t hear me either. But yet it will work whilst I’m on WhatsApp 😤,other,0.3584398150589018,other,@640679 We'd be happy to see how we can help. Does the issue happen when receiving calls as well?,1.0,1,1,1,True,4,3,4,4,Relevant diagnostic question distinguishing between making and receiving calls.,No major failure,The response did not trigger a major failure criterion.
242495,"@AppleSupport My iPhone is unresponsive when Im using apps like Instagram, Snapchat, podcast even playing music, the pause and play button isn’t shown.",music_media,0.2112073666118181,other,@387230 We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,5.0,0,0,1,True,3,2,4,3,Generic acknowledgment of the unresponsive-apps issue without specific guidance.,Generic or insufficient response,The response is related but provides limited actionable assistance.
1370250,@AppleSupport the problem is actually in the calendar. when i make appointments for work it lags on every input. sometimes it lags as long as 5-6 minutes.,device_performance,0.2112640686192587,device_performance,"@297399 Are you trying to delete the music from the Music app? If so, please follow these steps: https://t.co/aFqsyZhb72",1.0,1,1,1,True,1,1,1,1,"Reply asks about deleting Music-app content, unrelated to the calendar input-lag issue described.",Irrelevant response,The response does not adequately address the customer's issue.
403597,@AppleSupport An iPhone SE. OS 11.0.2.,other,0.6308459709116329,other,"@710721 Got it. You can buy songs or albums in the iTunes Store app &gt; Music tab. You can check out this helpful resource with more info on how to purchase content on your iPhone: https://t.co/jL9Sc0GgEK 

Let us know if you have any further questions.",1.0,1,1,1,True,1,1,2,1,"Reply discusses purchasing songs in iTunes, unrelated to the bare device/OS version fragment.",Irrelevant response,The response does not adequately address the customer's issue.
2890698,"@AppleSupport ""When you say that your iPhone reset, did it restart on it's own?"" - Its, not it's. @110924 #cm3312017",other,0.2567692240416749,ios_update,@511923 We'd love to assist. Is the iPhone resetting when using a specific app? What version of iOS 11 is running and on what device?,2.0,0,1,1,True,3,2,3,2,"Message is a grammar correction, not a real support request; reply's diagnostic question doesn't fit well.",Generic or insufficient response,The response is related but provides limited actionable assistance.
1095901,@AppleSupport tried different apple cables and always charged via usb through my laptop,payments_purchases,0.2828908437810304,other,@590793 Thank you. Please DM us via the following link and we'll help you further. https://t.co/GDrqU22YpT,,0,0,0,True,3,2,4,3,Generic continuation relevant to the charging troubleshooting already attempted.,Generic or insufficient response,The response is related but provides limited actionable assistance.
1407358,@AppleSupport Unfortunately not. I swipe across to widget display and it collapses. Swipe again and it reopens. Next swipe it collapses again... and so on,hardware_accessories,0.2035852002455162,other,@706160 DM us what country or region you're located in and we'll take a further look. https://t.co/GDrqU22YpT,,0,0,0,True,1,1,2,1,"Reply asks for country/region, unrelated to the widget swipe-collapse bug described.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
1358123,"@AppleSupport I resv'd iphonex for Nov 3, got res # pending carrier approval called @115725 who said all should be good. Am i getting it?",other,0.2088909068137424,other,@515723 Thanks for keeping us updated. In which country are you located? Let us know via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT,1.0,1,1,1,True,3,2,3,3,Asking for location is a plausible (if generic) way to check regional order availability.,Generic or insufficient response,The response is related but provides limited actionable assistance.
851233,@115858 @AppleSupport The iPhone 8 plus front camera is so mediocre. Try taking a selfie in Times Square and all billboards come across white. Its a below par camera!Have noticed even rear camera is bad for bright neon lights.,other,0.2774140187801671,device_performance,@486198 Sure! We definitely want you to be able to use that camera. Check out the steps in this article for help: https://t.co/r1DRfaFLIU,2.0,0,1,1,True,4,3,4,4,Relevant offer of help with the camera-quality complaint.,No major failure,The response did not trigger a major failure criterion.
172981,"@AppleSupport hey! I get a message on #macOS when I connect my #iPhoneX to #MacBookPro (15"", 2017) using USB-C to #Lightning cable - it says it draws too much power??!! Should I be concerned??",battery_power,0.2057301796031886,battery_power,"@524615 Let's take a closer look. To better assist, what type of storage device are you attempting to connect?",1.0,1,1,1,True,1,1,2,1,"Reply asks about a storage device, unrelated to the cable power-draw warning described.",Irrelevant response,The response does not adequately address the customer's issue.
2122511,@AppleSupport Oh I just restarted my phone and everything went back to normal,other,0.4294856873339264,other,"@135065 If you're using iCloud Photo Library on your iPhone, sometimes your Wi-Fi connection can interfere with the communication with iCloud. This is why restarting your iPhone will sometimes help. We're glad to hear your photos are back. DM us with any other questions. https://t.co/GDrqU22YpT",1.0,1,1,1,True,5,4,4,5,"Consistent, relevant explanation of why restarting resolved the iCloud Photo Library sync issue.",No major failure,The response did not trigger a major failure criterion.
433128,@AppleSupport They sit with a grated out circle. When I tap it the cloud appears and goes into a circle again. Sometimes downloads sometimes not.,other,0.2236198481375963,other,"@162980 To clarify, your Mac is now working correctly?",1.0,1,1,1,True,1,1,2,1,"Reply asks if a Mac is now working correctly; message describes an ongoing iCloud download icon issue, not a Mac.",Irrelevant response,The response does not adequately address the customer's issue.
1436710,@AppleSupport Nope and I don't have iTunes and no no one has one I can log on from,music_media,0.3504697964188877,ios_update,@409614 Got it. Do the controls in the Control Center work when the screen is unlocked? Let us know in DM: https://t.co/GDrqU22YpT,,0,0,0,True,1,1,2,1,"Reply asks about Control Center controls, unrelated to the stated lack of iTunes access.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
1125437,"@AppleSupport I use it on a Mac and iPhone, which I’ve always done. Music shows on Mac but not iPhone.",music_media,0.2055214503396698,apps_services,@539660 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,2.0,0,1,1,True,3,2,4,3,Generic acknowledgment of a Mac/iPhone music-sync mismatch.,Generic or insufficient response,The response is related but provides limited actionable assistance.
305305,"@AppleSupport hi, yes, I’ve done a hard restart to no avail. Same issue occurs.",device_performance,0.3613657004410171,other,"@268041 Thanks for trying that. Are your other apps that use GPS, such as Maps, working correctly?",,0,0,0,True,3,3,3,3,Plausible diagnostic follow-up (GPS apps) continuing an ongoing troubleshooting thread.,No major failure,The response did not trigger a major failure criterion.
1329275,@AppleSupport why does an app I am not redistributing expire every 7 days? Makes no sense to pay 99$ for a native apple tv app.,music_media,0.2292908130280045,other,@513924 Does this occur with all apps or particular ones?  Let us know via DM: https://t.co/GDrqU22YpT,5.0,0,0,1,True,4,3,4,4,Relevant clarifying question about whether the app-expiry issue is app-specific.,Low retrieval confidence,The best historical match has low similarity to the customer message.
407067,@AppleSupport iPhone 7 Plus,other,1.0,other,"@454034 Which specific version of iOS 11 are you running? To find out, go to Settings &gt; General &gt; About.",1.0,1,1,1,True,3,3,4,3,Reasonable continuation asking for iOS version to keep troubleshooting a device-info fragment.,No major failure,The response did not trigger a major failure criterion.
1379664,@AppleSupport ios 11.0.3 and yes,ios_update,1.0000000000000002,ios_update,"@628681 Thanks. Let's get you to our Photos Experts. Choose Apps &amp; Software &gt; iOS &gt; Photos from this link:

 https://t.co/IBIY3vMgPj",1.0,1,1,1,True,3,3,3,3,Plausible continuation redirecting to Photos experts given prior unseen context.,No major failure,The response did not trigger a major failure criterion.
2028141,@AppleSupport I’m having the question mark in a box problem.  I have newest iPhone before the X and i tried this and now my I’s are https://t.co/j1cQKSC5Vi,device_performance,0.3084908436540586,other,@531637 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,3.0,0,1,1,True,5,4,4,4,Correct workaround link for the letter-I autocorrect symbol bug described.,No major failure,The response did not trigger a major failure criterion.
1770778,@AppleSupport @115858 why do my music and alarm apps keep crashing #ios11fail #abugslife,music_media,0.4486792920103447,apps_services,@311373 We're happy to help. Does this occur with pre-installed apps or 3rd party apps? What's the iOS version installed on your device?,4.0,0,0,1,True,4,3,4,4,Relevant diagnostic questions about which apps crash and iOS version.,No major failure,The response did not trigger a major failure criterion.
2064064,@AppleSupport why since I’ve gotten my iPhone 8plus my wifi continues to drop every device is fine just this one I’ve done everything to fix,connectivity,0.3180940391024274,other,"@628913 Alright, let's take a deeper look.  Feel free to DM us what country you're in and we'll go from there: https://t.co/GDrqU22YpT",2.0,0,1,1,True,2,1,3,2,Asking for country doesn't build on the wifi-dropping troubleshooting already described.,Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
2374401,Why does my #imessage show up as inactive on my #MacBookPro when I am logged into everything properly?? Is there an easy fix?? @AppleSupport,apps_services,0.2711667346106134,keyboard_input,"@791529 We can definitely help with this issue and do all we can to work towards a resolution. To help guide us through troubleshooting, did this issue start randomly or did it start after any changes to the Mac such as updating the macOS?",,0,0,0,True,5,4,4,4,Directly relevant diagnostic question about whether the iMessage issue followed a macOS update.,No major failure,The response did not trigger a major failure criterion.
1666284,@AppleSupport This is a purchased song,payments_purchases,0.3497421090990628,other,@546084  We're happy to help. Use this to identify and report phishing emails: https://t.co/LNMCdqt6fD Questions? DM us here: https://t.co/GDrqU22YpT,2.0,0,1,1,True,1,1,1,1,"Reply addresses phishing emails, unrelated to the purchased-song fragment.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
2549086,"@AppleSupport @123765 I get that some processes still have to run in the background, but I think that 25 mins is too much for an app that needs screen to do stuff",hardware_accessories,0.175507175439279,other,@456288 We are glad to help. Take a look at this article: https://t.co/fUZ0NRJxcn Let us know if this helps.,,0,0,0,True,3,3,3,3,Generic article pointer plausibly related to background app refresh behavior.,Low retrieval confidence,The best historical match has low similarity to the customer message.
448412,"@AppleSupport A quick thank you for trying but a complete wipe and restore was needed. And despite all the massaging just to get CS5.1 to work, the OS still doesn't like it. Time for a new computer and an update @116233. #expensivetouch",ios_update,0.1735325646418909,other,"@249405 You're very welcome! If you need any assistance in the future, don't hesitate to reach out to us.",,0,0,0,True,3,2,3,3,Reasonably matches the closing/thank-you tone of the message despite the embedded complaint.,Generic or insufficient response,The response is related but provides limited actionable assistance.
43323,@AppleSupport is it possible to get a 2011 MacBook Pro battery serviced in store?,battery_power,0.351473975638893,ios_update,@357831 Let's look further into this in DM here: https://t.co/GDrqU22YpT,,0,0,0,True,3,2,4,3,Generic acknowledgment of the battery-service question without a direct answer.,Generic or insufficient response,The response is related but provides limited actionable assistance.
1388857,@115858 @AppleSupport your latest update is killing my battery life... https://t.co/u0qH2bzOGR,battery_power,0.5534298461226903,ios_update,"@165822 We're here for you! Send us a DM, and we'll take a closer look at your device together. https://t.co/GDrqU22YpT",,0,0,0,True,4,3,4,3,Relevant acknowledgment of the update-related battery complaint.,No major failure,The response did not trigger a major failure criterion.
1714811,@AppleSupport Thank you!!,other,1.0000000000000002,other,@117460 You're very welcome! Please feel free to reach out to us again if you need any more help. Have a great day!,1.0,1,1,1,True,5,5,5,5,Appropriately closes out a simple thank-you message.,No major failure,The response did not trigger a major failure criterion.
867491,@AppleSupport I restarted my phone and it sat on the Apple screen for 8 minutes. No drop damage. No water damage no clue,hardware_accessories,0.3044878096557325,other,"@293265 We're here for you. Let's try the steps in this article to start: https://t.co/8MvHMFZ83h

DM us using the link below if the issue persists afterward. https://t.co/GDrqU22YpT",,0,0,0,True,4,4,4,4,Relevant next-step article for a device stuck on the boot screen.,No major failure,The response did not trigger a major failure criterion.
2301459,@AppleSupport seeing*,other,0.600630742842519,keyboard_input,@491616 We'd like to look into this further with you. Connect with us in DM to continue: https://t.co/GDrqU22YpT,4.0,0,0,1,True,2,1,3,2,Message is a bare typo-correction fragment with no real content to act on.,Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
1821392,@AppleSupport @546812 It goes down in the DM,other,0.4031038979760036,other,@562654 DM or Direct Message is a way for us to have a private conversation that isn't restricted by character count. Let's continue there: https://t.co/GDrqU2kzhr,1.0,1,1,1,True,5,4,5,4,"Correctly explains what DM means, matching the message's question.",No major failure,The response did not trigger a major failure criterion.
1142119,@AppleSupport Please fix this issue https://t.co/cpzPYBL1vK,device_performance,0.8086067271098105,device_performance,"@577937 Thanks for reaching out about this behavior. Let’s work together to get this addressed. To clarify, which device are you using? Approximately how long has this been happening? Let us know via a DM. We’ll go from there. https://t.co/GDrqU22YpT",1.0,1,1,1,True,4,3,4,3,"Relevant clarifying questions (device, duration) given a vague 'fix this issue' message.",No major failure,The response did not trigger a major failure criterion.
1948374,@AppleSupport This is happening for last 7-10 days.. Using charger that came with the device..,battery_power,0.4618747669376095,hardware_accessories,"@737239 Does it charge to 100%? If not, will it charge with another Apple cable, outlet, or power source?",,0,0,0,True,5,4,4,4,Directly relevant charging-troubleshooting follow-up questions.,No major failure,The response did not trigger a major failure criterion.
1028434,"@AppleSupport No, the third screen shot attached is actually the first taken. You can try the same steps on iPhone 6.",hardware_accessories,0.2352560324776755,hardware_accessories,"@179093 Got it! Does a restart of the iPhone change anything, even if temporarily? DM us the answer. https://t.co/GDrqU22YpT",1.0,1,1,1,True,3,3,3,3,Plausible troubleshooting follow-up continuing an ongoing thread.,Low retrieval confidence,The best historical match has low similarity to the customer message.
2896154,@AppleSupport Yes. Nothin happens. Just the blinking folder,other,0.2940863143777386,other,@542861 Let's have a look here: https://t.co/KKHbRRkCpI. Let us know if you can identify your issue there. If not let's gather more details to get this resolved. Keep us posted.,1.0,1,1,1,True,4,3,3,3,Points to a relevant resource for the blinking-folder boot issue.,No major failure,The response did not trigger a major failure criterion.
1537702,@AppleSupport Thanks! Running 11.0.3,other,0.7650022715623619,ios_update,@554186 Thank you. Have you checked your Push/Fetch settings under Settings &gt; Accounts &amp; Passwords &gt; Fetch New Data?,2.0,0,1,1,True,3,3,3,3,"Plausible continuation asking about Fetch settings, consistent with an ongoing mail-sync thread.",No major failure,The response did not trigger a major failure criterion.
397476,"@AppleSupport I need to cancel a subscription but when I tap my Apple ID, this happens! Can you help? https://t.co/MsBiiOaPlJ",account_activation,0.3141791636135075,other,@375700 We can definitely look into this with you and we're happy to do so. Send us a DM and we'll take a closer look.,3.0,0,1,1,True,4,2,4,3,"Relevant acknowledgment of the subscription-cancellation error, defers to DM.",Generic or insufficient response,The response is related but provides limited actionable assistance.
458431,@AppleSupport Yes. I'm pretty tech savvy and am even logged into itunes and still not going thru. Just spend 40 minutes on the phone w/ Capital One and they confirm all is good with my account.,account_activation,0.1766958989685666,keyboard_input,@510893 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,0,0,0,True,1,1,1,1,Autocorrect-bug workaround link is unrelated to the described iTunes/payment troubleshooting.,Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
2121633,@AppleSupport @625080 The @129941 app seems to be causing iOS system crashes.,apps_services,0.282670347402562,ios_update,@547055 That's not the experience we want you to have. We want to help. Send us a DM letting us know if you are updated to iOS 11.0.3. https://t.co/GDrqU22YpT,4.0,0,0,1,True,4,3,4,4,Relevant follow-up question about iOS version for the app-crash report.,No major failure,The response did not trigger a major failure criterion.
2978789,@AppleSupport wanted to share this screenshot with you from my iPhone X. I noticed that the time and other icons were shifted over and not lining up correctly. https://t.co/27jMZ9DM2z,other,0.2096503829417899,apps_services,"@776930 Yes, it's likely a phishing attempt. You can use this guide to fully report this and know what to be on the lookout for: https://t.co/LNMCdqt6fD",2.0,0,1,1,True,1,1,1,1,"Reply calls this a phishing attempt; message describes a UI misalignment bug, not a suspicious message.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
430147,@AppleSupport Its just in the 'watch face'. No other apps are affected.  It happened with the switch to Watch OS4. Ive tried turning wifi on/off/resetting,connectivity,0.4238674903536321,apps_services,"@554153 What happens when you attempt to move the app? DM us with the details, we'll look to help you out from there. https://t.co/GDrqU2kzhr",,0,0,0,True,4,3,3,3,Reasonable follow-up question continuing the watch-face app troubleshooting.,No major failure,The response did not trigger a major failure criterion.
2438554,"@AppleSupport At least once, occasionally twice.",other,0.4099252583611025,other,@589103 Let's look into this together. Send us a DM telling us which iPhone you have and the iOS version it's running. https://t.co/GDrqU22YpT,1.0,1,1,1,True,3,2,3,3,Plausible continuation asking for device/iOS info given the terse frequency answer.,Generic or insufficient response,The response is related but provides limited actionable assistance.
2121676,"@AppleSupport All I have selected is the iCloud contacts the rest of are email groups I did have it linked with my outlook but have given up with that as they never worked very well together, losing email groups so all I’m using is iCloud now just a pain putting all back in",apps_services,0.1670765151239227,device_performance,@285472 We want to hear about your experience. Please send us a DM with more details. https://t.co/GDrqU22YpT,2.0,0,1,1,True,3,2,4,3,Generic acknowledgment of the iCloud/Outlook contact-sync frustration.,Generic or insufficient response,The response is related but provides limited actionable assistance.
1434352,"@AppleSupport It’s ok, managed to rescue the timeline by adding 2nd screen. Definitely bugs galore on FCP X 10.3.4 on High Sierra!! Fix em pls!",hardware_accessories,0.3673118288669927,other,"@453032 We'd love to help. Please reach out to our Final Cut Pro experts for further assistance, here: https://t.co/IBIY3vMgPj",,0,0,0,True,5,4,4,4,Appropriately redirects a Final Cut Pro bug report to the relevant specialist team.,No major failure,The response did not trigger a major failure criterion.
1531055,@AppleSupport It didn’t help. My screenshots appear white. My photo library is filled with white spaces that are meant to be screenshots.,other,0.2389770071760687,other,@439510 Our Photos team would be happy to help out. Please reach out here. https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT,1.0,1,1,1,True,4,3,4,4,Appropriately redirects a Photos-library display issue to the Photos team.,Low retrieval confidence,The best historical match has low similarity to the customer message.
1644606,.@AppleSupport...please help. I️ cannot take my “I️” being changed every time I️ type it. HELPPPPPP,keyboard_input,0.3209351418151762,keyboard_input,"@696950 We're here for you!  First, please confirm which device you're using and what specific iOS version it is running.",1.0,1,1,1,True,4,2,4,3,"On-topic acknowledgment of the autocorrect bug, but asks for info rather than giving the known fix.",Generic or insufficient response,The response is related but provides limited actionable assistance.
269510,@AppleSupport 11.0.1,other,1.0000000000000002,other,@260719 Thank you for that information.  Are you still able to connect to other Bluetooth devices without issue?  What happens when you try to connect?  DM us back. https://t.co/GDrqU22YpT,1.0,1,1,1,True,3,3,3,3,Plausible Bluetooth-focused follow-up continuing an ongoing troubleshooting thread.,No major failure,The response did not trigger a major failure criterion.
2570933,"@AppleSupport your cust service unhelpful. You cancelled my iPhone X order and blame PayPal, PayPal blame Apple I stuck in middle :(",device_performance,0.2061504801543635,other,@143289 Hello. We look forward to you enjoying your new iPhone X. Our Apple Online Store team can check into this for you. Please reach out to them directly here:  https://t.co/8yjRd1Xo0i,,0,0,0,True,4,3,3,3,Relevant redirect to the Online Store team for an order-cancellation dispute.,Low retrieval confidence,The best historical match has low similarity to the customer message.
1705343,My phone worked perfectly fine til i updated it now its glitching out &amp; doing that weird thing with the letter I️ (i) @AppleSupport help out,keyboard_input,0.252674666350242,keyboard_input,@596334 We're happy to address your concerns. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,1.0,1,1,1,True,5,4,4,4,Correct workaround link for the letter-I bug described after an update.,No major failure,The response did not trigger a major failure criterion.
246316,@AppleSupport You have an issue with WhatsApp “type a message” box experiences in iPhone 7. It goes only after switching the mobile,keyboard_input,0.2781996662224705,ios_update,@288336 We’re here to help. Tell us a bit about what is happening and we’ll work with you to find a solution.,,0,0,0,True,3,2,4,3,Appropriately asks for more detail given a third-party app (WhatsApp) issue outside Apple's direct control.,Generic or insufficient response,The response is related but provides limited actionable assistance.
2557418,"@AppleSupport yeah i know, it asks for a user and a passwort, like a remote login or something, but why did it appear all of a sudden?
because i used ssh once? :D",account_activation,0.2307793034107736,other,@770058 You're welcome and please feel free to reach back out if we can be of any further assistance!,,0,0,0,True,1,1,2,1,"Reply assumes the conversation is closed ('you're welcome'), but the message is asking an open question.",Wrong historical example causing irrelevance,The retrieved example belongs to another intent and the resulting response is not relevant.
2278447,@AppleSupport I can’t use my yahoo email all of the sudden on 2 devises. It says “user name or password are incorrect” I have multiple accounts on different phones. I receive but can’t send. Have deleted and reloaded,account_activation,0.3309955148259728,ios_update,"@663979 We know it's essential for your Mail app to work. Is this happening in the native Mail app, or using another application? Are you able to sign in without error using webmail from a computer?",,0,0,0,True,5,4,4,4,Directly relevant diagnostic questions distinguishing app vs. webmail login failure.,No major failure,The response did not trigger a major failure criterion.
